data;regione;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;dimessi_guariti;deceduti;totale_casi;tamponi;casi_testati;nuovi_casi;nuovi_tamponi;nuovi_deceduti;nuovi_dimessi_guariti;nuovi_terapia_intensiva
2020-05-08;Lombardia;5702;400;6102;25881;31983;-32;33901;14839;80723;466287;277106,0;634,0;10993,0;94,0;572,0;-80,0
2020-05-09;Lombardia;5535;330;5865;24397;30262;-1721;36039;14924;81225;477765;282817,0;502,0;11478,0;85,0;2138,0;-70,0
2020-05-10;Lombardia;5428;348;5776;24414;30190;-72;36331;14986;81507;485134;287330,0;282,0;7369,0;62,0;292,0;18,0
2020-02-24;Marche;0;0;0;0;0;0;0;0;0;16;;0,0;16,0;0,0;0,0;0,0
2020-02-25;Marche;0;0;0;0;0;0;0;0;0;21;;0,0;5,0;0,0;0,0;0,0
2020-02-26;Marche;1;0;1;0;1;1;0;0;1;28;;1,0;7,0;0,0;0,0;0,0
2020-02-27;Marche;2;1;3;0;3;2;0;0;3;46;;2,0;18,0;0,0;0,0;1,0
2020-02-28;Marche;3;2;5;1;6;3;0;0;6;47;;3,0;1,0;0,0;0,0;1,0
2020-02-29;Marche;6;2;8;3;11;5;0;0;11;68;;5,0;21,0;0,0;0,0;0,0
2020-03-01;Marche;12;5;17;8;25;14;0;0;25;101;;14,0;33,0;0,0;0,0;3,0
2020-03-02;Marche;17;6;23;11;34;9;0;1;35;137;;10,0;36,0;1,0;0,0;1,0
2020-03-03;Marche;27;13;40;19;59;25;0;2;61;200;;26,0;63,0;1,0;0,0;7,0
2020-03-04;Marche;34;15;49;31;80;21;0;4;84;288;;23,0;88,0;2,0;0,0;2,0
2020-03-05;Marche;57;19;76;44;120;40;0;4;124;413;;40,0;125,0;0,0;0,0;4,0
2020-03-06;Marche;73;20;93;62;155;35;0;4;159;585;;35,0;172,0;0,0;0,0;1,0
2020-03-07;Marche;94;36;130;71;201;46;0;6;207;816;;48,0;231,0;2,0;0,0;16,0
2020-03-08;Marche;110;41;151;114;265;64;0;7;272;1025;;65,0;209,0;1,0;0,0;5,0
2020-03-09;Marche;136;47;183;130;313;48;0;10;323;1250;;51,0;225,0;3,0;0,0;6,0
2020-03-10;Marche;152;54;206;175;381;68;0;13;394;1437;;71,0;187,0;3,0;0,0;7,0
2020-03-11;Marche;212;66;278;183;461;80;0;18;479;1656;;85,0;219,0;5,0;0,0;12,0
2020-03-12;Marche;254;76;330;240;570;109;0;22;592;1907;;113,0;251,0;4,0;0,0;10,0
2020-03-13;Marche;337;85;422;276;698;128;0;27;725;2218;;133,0;311,0;5,0;0,0;9,0
2020-03-14;Marche;449;93;542;321;863;165;0;36;899;2561;;174,0;343,0;9,0;0,0;8,0
2020-03-15;Marche;521;98;619;468;1087;224;0;46;1133;2946;;234,0;385,0;10,0;0,0;5,0
2020-03-16;Marche;528;110;638;547;1185;98;0;57;1242;3225;;109,0;279,0;11,0;0,0;12,0
2020-03-17;Marche;599;109;708;594;1302;117;0;69;1371;3225;;129,0;0,0;12,0;0,0;-1,0
2020-03-18;Marche;638;119;757;719;1476;174;0;92;1568;4109;;197,0;884,0;23,0;0,0;10,0
2020-03-19;Marche;656;141;797;825;1622;146;0;115;1737;4512;;169,0;403,0;23,0;0,0;22,0
2020-03-20;Marche;704;138;842;1002;1844;222;0;137;1981;5170;;244,0;658,0;22,0;0,0;-3,0
2020-03-21;Marche;742;141;883;1114;1997;153;2;154;2153;5740;;172,0;570,0;17,0;2,0;3,0
2020-03-22;Marche;816;138;954;1277;2231;234;6;184;2421;6391;;268,0;651,0;30,0;4,0;-3,0
2020-03-23;Marche;882;148;1030;1328;2358;127;8;203;2569;6782;;148,0;391,0;19,0;2,0;10,0
2020-03-24;Marche;862;149;1011;1486;2497;139;8;231;2736;7229;;167,0;447,0;28,0;0,0;1,0
2020-03-25;Marche;938;148;1086;1553;2639;142;8;287;2934;7896;;198,0;667,0;56,0;0,0;-1,0
2020-03-26;Marche;977;166;1143;1652;2795;156;9;310;3114;8623;;180,0;727,0;23,0;1,0;18,0
2020-03-27;Marche;979;162;1141;1709;2850;55;10;336;3196;9060;;82,0;437,0;26,0;1,0;-4,0
2020-03-28;Marche;987;166;1153;1846;2999;149;10;364;3373;9884;;177,0;824,0;28,0;0,0;4,0
2020-03-29;Marche;1000;168;1168;1992;3160;161;12;386;3558;10431;;185,0;547,0;22,0;2,0;2,0
2020-03-30;Marche;998;167;1165;2086;3251;91;16;417;3684;10979;;126,0;548,0;31,0;4,0;-1,0
2020-03-31;Marche;946;169;1115;2237;3352;101;21;452;3825;11724;;141,0;745,0;35,0;5,0;2,0
2020-04-01;Marche;984;168;1152;2304;3456;104;29;477;3962;12296;;137,0;572,0;25,0;8,0;-1,0
2020-04-02;Marche;986;164;1150;2405;3555;99;40;503;4098;12943;;136,0;647,0;26,0;11,0;-4,0
2020-04-03;Marche;982;158;1140;2491;3631;76;42;557;4230;13678;;132,0;735,0;54,0;2,0;-6,0
2020-04-04;Marche;997;153;1150;2347;3497;-134;270;574;4341;14472;;111,0;794,0;17,0;228,0;-5,0
2020-04-05;Marche;987;151;1138;2440;3578;81;287;599;4464;15252;;123,0;780,0;25,0;17,0;-2,0
2020-04-06;Marche;1001;140;1141;2565;3706;128;296;612;4614;15919;;150,0;667,0;13,0;9,0;-11,0
2020-04-07;Marche;962;139;1101;2637;3738;32;342;630;4710;16619;;96,0;700,0;18,0;46,0;-1,0
2020-04-08;Marche;974;133;1107;2455;3562;-176;645;652;4859;17532;;149,0;913,0;22,0;303,0;-6,0
2020-04-09;Marche;945;133;1078;2323;3401;-161;885;669;4955;18194;;96,0;662,0;17,0;240,0;0,0
2020-04-10;Marche;925;127;1052;2264;3316;-85;1086;682;5084;18970;;129,0;776,0;13,0;201,0;-6,0
2020-04-11;Marche;960;118;1078;2153;3231;-85;1291;689;5211;20060;;127,0;1090,0;7,0;205,0;-9,0
2020-04-12;Marche;949;114;1063;2051;3114;-117;1489;700;5303;21057;;92,0;997,0;11,0;198,0;-4,0
2020-04-13;Marche;959;108;1067;2013;3080;-34;1588;713;5381;28379;;78,0;7322,0;13,0;99,0;-6,0
2020-04-14;Marche;937;106;1043;2052;3095;15;1603;728;5426;29160;;45,0;781,0;15,0;15,0;-2,0
2020-04-15;Marche;888;106;994;2103;3097;2;1660;746;5503;30329;;77,0;1169,0;18,0;57,0;0,0
2020-04-16;Marche;850;102;952;2172;3124;27;1694;764;5582;33778;;79,0;3449,0;18,0;34,0;-4,0
2020-04-17;Marche;839;94;933;2224;3157;33;1726;785;5668;37997;;86,0;4219,0;21,0;32,0;-8,0
2020-04-18;Marche;804;88;892;2280;3172;15;1754;795;5721;39909;;53,0;1912,0;10,0;28,0;-6,0
2020-04-19;Marche;799;86;885;2297;3182;10;1780;807;5769;41474;27099,0;48,0;1565,0;12,0;26,0;-2,0
2020-04-20;Marche;792;80;872;2340;3212;30;1792;822;5826;42782;28006,0;57,0;1308,0;15,0;12,0;-6,0
2020-04-21;Marche;784;78;862;2356;3218;6;1825;834;5877;44332;29090,0;51,0;1550,0;12,0;33,0;-2,0
2020-04-22;Marche;735;76;811;2419;3230;12;1849;845;5924;46492;30543,0;47,0;2160,0;11,0;24,0;-2,0
2020-04-23;Marche;727;71;798;2432;3230;0;1865;857;5952;47662;31673,0;28,0;1170,0;12,0;16,0;-5,0
2020-04-24;Marche;705;61;766;2507;3273;43;1890;865;6028;49163;33113,0;76,0;1501,0;8,0;25,0;-10,0
2020-04-25;Marche;689;58;747;2525;3272;-1;1912;874;6058;50996;34256,0;30,0;1833,0;9,0;22,0;-3,0
2020-04-26;Marche;668;58;726;2582;3308;36;1924;879;6111;52063;35107,0;53,0;1067,0;5,0;12,0;0,0
2020-04-27;Marche;667;58;725;2585;3310;2;1933;884;6127;52765;35617,0;16,0;702,0;5,0;9,0;0,0
2020-04-28;Marche;666;58;724;2610;3334;24;1948;893;6175;54313;36650,0;48,0;1548,0;9,0;15,0;0,0
2020-04-29;Marche;640;52;692;2655;3347;13;1964;899;6210;55905;37877,0;35,0;1592,0;6,0;16,0;-6,0
2020-04-30;Marche;465;48;513;2697;3210;-137;2131;906;6247;59488;39145,0;37,0;3583,0;7,0;167,0;-4,0
2020-05-01;Marche;413;44;457;2754;3211;1;2153;911;6275;61241;40123,0;28,0;1753,0;5,0;22,0;-4,0
2020-05-02;Marche;399;46;445;2760;3205;-6;2177;916;6298;62834;41156,0;23,0;1593,0;5,0;24,0;2,0
2020-05-03;Marche;400;43;443;2755;3198;-7;2194;927;6319;64412;42281,0;21,0;1578,0;11,0;17,0;-3,0
2020-05-04;Marche;389;44;433;2773;3206;8;2225;932;6363;65398;42838,0;44,0;986,0;5,0;31,0;1,0
2020-05-05;Marche;387;42;429;2790;3219;13;2237;936;6392;67256;44045,0;29,0;1858,0;4,0;12,0;-2,0
2020-05-06;Marche;353;42;395;2841;3236;17;2242;943;6421;69037;45026,0;29,0;1781,0;7,0;5,0;0,0
2020-05-07;Marche;328;41;369;2878;3247;11;2257;948;6452;71017;46258,0;31,0;1980,0;5,0;15,0;-1,0
2020-05-08;Marche;303;38;341;2897;3238;-9;2278;954;6470;72504;47092,0;18,0;1487,0;6,0;21,0;-3,0
2020-05-09;Marche;285;32;317;2913;3230;-8;2305;958;6493;73965;47827,0;23,0;1461,0;4,0;27,0;-6,0
2020-05-10;Marche;284;30;314;2937;3251;21;2322;960;6533;76367;49194,0;40,0;2402,0;2,0;17,0;-2,0
2020-02-24;Molise;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-02-25;Molise;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-02-26;Molise;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-02-27;Molise;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-02-28;Molise;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-02-29;Molise;0;0;0;0;0;0;0;0;0;0;;0,0;0,0;0,0;0,0;0,0
2020-03-01;Molise;0;0;0;0;0;0;0;0;0;6;;0,0;6,0;0,0;0,0;0,0
2020-03-02;Molise;0;0;0;0;0;0;0;0;0;13;;0,0;7,0;0,0;0,0;0,0
2020-03-03;Molise;3;0;3;0;3;3;0;0;3;13;;3,0;0,0;0,0;0,0;0,0
2020-03-04;Molise;3;0;3;0;3;0;0;0;3;19;;0,0;6,0;0,0;0,0;0,0
2020-03-05;Molise;4;0;4;3;7;4;0;0;7;24;;4,0;5,0;0,0;0,0;0,0
2020-03-06;Molise;3;2;5;7;12;5;0;0;12;104;;5,0;80,0;0,0;0,0;2,0
2020-03-07;Molise;3;2;5;9;14;2;0;0;14;112;;2,0;8,0;0,0;0,0;0,0
2020-03-08;Molise;4;2;6;8;14;0;0;0;14;116;;0,0;4,0;0,0;0,0;0,0
2020-03-09;Molise;4;2;6;8;14;0;0;0;14;212;;0,0;96,0;0,0;0,0;0,0
2020-03-10;Molise;3;3;6;9;15;1;0;0;15;225;;1,0;13,0;0,0;0,0;1,0
2020-03-11;Molise;4;3;7;9;16;1;0;0;16;233;;1,0;8,0;0,0;0,0;0,0
2020-03-12;Molise;4;3;7;9;16;0;0;0;16;238;;0,0;5,0;0,0;0,0;0,0
2020-03-13;Molise;5;3;8;9;17;1;0;0;17;243;;1,0;5,0;0,0;0,0;0,0
2020-03-14;Molise;5;3;8;9;17;0;0;0;17;247;;0,0;4,0;0,0;0,0;0,0
2020-03-15;Molise;3;4;7;10;17;0;0;0;17;248;;0,0;1,0;0,0;0,0;1,0
2020-03-16;Molise;3;5;8;7;15;-2;5;1;21;253;;4,0;5,0;1,0;5,0;1,0
2020-03-17;Molise;7;5;12;7;19;4;5;1;25;301;;4,0;48,0;0,0;0,0;0,0
2020-03-18;Molise;7;6;13;8;21;2;6;1;28;361;;3,0;60,0;0,0;1,0;1,0
2020-03-19;Molise;19;6;25;13;38;17;6;2;46;426;;18,0;65,0;1,0;0,0;0,0
2020-03-20;Molise;20;6;26;13;39;1;6;5;50;426;;4,0;0,0;3,0;0,0;0,0
2020-03-21;Molise;21;6;27;20;47;8;7;7;61;449;;11,0;23,0;2,0;1,0;0,0
2020-03-22;Molise;24;7;31;21;52;5;7;7;66;532;;5,0;83,0;0,0;0,0;1,0
2020-03-23;Molise;25;7;32;18;50;-2;10;7;67;532;;1,0;0,0;0,0;3,0;0,0
2020-03-24;Molise;27;7;34;21;55;5;10;8;73;572;;6,0;40,0;1,0;0,0;0,0
2020-03-25;Molise;26;7;33;20;53;-2;12;8;73;580;;0,0;8,0;0,0;2,0;0,0
2020-03-26;Molise;27;8;35;46;81;28;14;8;103;670;;30,0;90,0;0,0;2,0;1,0
2020-03-27;Molise;26;9;35;51;86;5;14;9;109;710;;6,0;40,0;1,0;0,0;1,0
2020-03-28;Molise;26;9;35;63;98;12;16;9;123;807;;14,0;97,0;0,0;2,0;0,0
2020-03-29;Molise;25;9;34;66;100;2;18;9;127;918;;4,0;111,0;0,0;2,0;0,0
2020-03-30;Molise;27;8;35;72;107;7;18;9;134;955;;7,0;37,0;0,0;0,0;-1,0
2020-03-31;Molise;29;8;37;80;117;10;18;9;144;1049;;10,0;94,0;0,0;0,0;0,0
2020-04-01;Molise;32;8;40;91;131;14;19;10;160;1157;;16,0;108,0;1,0;1,0;0,0
2020-04-02;Molise;30;8;38;95;133;2;21;11;165;1229;;5,0;72,0;1,0;2,0;0,0
2020-04-03;Molise;31;8;39;105;144;11;21;11;176;1378;;11,0;149,0;0,0;0,0;0,0
2020-04-04;Molise;31;6;37;134;171;27;24;11;206;1504;;30,0;126,0;0,0;3,0;-2,0
2020-04-05;Molise;33;6;39;148;187;16;24;13;224;1504;;18,0;0,0;2,0;0,0;0,0
2020-04-06;Molise;34;5;39;148;187;0;24;13;224;1546;;0,0;42,0;0,0;0,0;-1,0
2020-04-07;Molise;35;5;40;145;185;-2;26;13;224;1581;;0,0;35,0;0,0;2,0;0,0
2020-04-08;Molise;30;4;34;147;181;-4;32;13;226;2002;;2,0;421,0;0,0;6,0;-1,0
2020-04-09;Molise;30;4;34;155;189;8;32;13;234;2069;;8,0;67,0;0,0;0,0;0,0
2020-04-10;Molise;28;4;32;161;193;4;37;13;243;2069;;9,0;0,0;0,0;5,0;0,0
2020-04-11;Molise;28;4;32;161;193;0;39;14;246;2201;;3,0;132,0;1,0;2,0;0,0
2020-04-12;Molise;27;4;31;171;202;9;40;15;257;2471;;11,0;270,0;1,0;1,0;0,0
2020-04-13;Molise;28;4;32;170;202;0;40;15;257;2522;;0,0;51,0;0,0;0,0;0,0
2020-04-14;Molise;26;4;30;170;200;-2;42;15;257;2522;;0,0;0,0;0,0;2,0;0,0
2020-04-15;Molise;27;4;31;175;206;6;42;15;263;2855;;6,0;333,0;0,0;0,0;0,0
2020-04-16;Molise;25;4;29;174;203;-3;44;16;263;2967;;0,0;112,0;1,0;2,0;0,0
2020-04-17;Molise;26;4;30;178;208;5;45;16;269;3082;;6,0;115,0;0,0;1,0;0,0
2020-04-18;Molise;27;4;31;178;209;1;44;16;269;3082;;0,0;0,0;0,0;-1,0;0,0
2020-04-19;Molise;27;4;31;184;215;6;47;17;279;3584;3482,0;10,0;502,0;1,0;3,0;0,0
2020-04-20;Molise;27;2;29;184;213;-2;50;18;281;3783;3683,0;2,0;199,0;1,0;3,0;-2,0
2020-04-21;Molise;27;2;29;184;213;0;51;18;282;4124;4015,0;1,0;341,0;0,0;1,0;0,0
2020-04-22;Molise;21;2;23;182;205;-8;60;19;284;4425;4252,0;2,0;301,0;1,0;9,0;0,0
2020-04-23;Molise;19;1;20;178;198;-7;66;20;284;4564;4478,0;0,0;139,0;1,0;6,0;-1,0
2020-04-24;Molise;19;1;20;180;200;2;67;20;287;4805;4718,0;3,0;241,0;0,0;1,0;0,0
2020-04-25;Molise;19;1;20;178;198;-2;73;21;292;5191;5089,0;5,0;386,0;1,0;6,0;0,0
2020-04-26;Molise;20;1;21;179;200;2;75;21;296;5567;5334,0;4,0;376,0;0,0;2,0;0,0
2020-04-27;Molise;20;1;21;179;200;0;75;21;296;5656;5423,0;0,0;89,0;0,0;0,0;0,0
2020-04-28;Molise;18;1;19;176;195;-5;81;21;297;5776;5538,0;1,0;120,0;0,0;6,0;0,0
2020-04-29;Molise;17;1;18;175;193;-2;83;21;297;5910;5857,0;0,0;134,0;0,0;2,0;0,0
2020-04-30;Molise;17;1;18;172;190;-3;87;21;298;6446;6228,0;1,0;536,0;0,0;4,0;0,0
2020-05-01;Molise;17;1;18;172;190;0;89;21;300;6463;6450,0;2,0;17,0;0,0;2,0;0,0
2020-05-02;Molise;9;1;10;172;182;-8;98;21;301;7075;6808,0;1,0;612,0;0,0;9,0;0,0
2020-05-03;Molise;8;1;9;172;181;-1;98;22;301;7075;6808,0;0,0;0,0;1,0;0,0;0,0
2020-05-04;Molise;9;1;10;168;178;-3;101;22;301;7328;7057,0;0,0;253,0;0,0;3,0;0,0
2020-05-05;Molise;9;1;10;167;177;-1;102;22;301;7528;7252,0;0,0;200,0;0,0;1,0;0,0
2020-05-06;Molise;9;0;9;170;179;2;103;22;304;7896;7604,0;3,0;368,0;0,0;1,0;-1,0
2020-05-07;Molise;8;0;8;162;170;-9;113;22;305;8237;7912,0;1,0;341,0;0,0;10,0;0,0
2020-05-08;Molise;6;0;6;178;184;14;121;22;327;8502;8177,0;22,0;265,0;0,0;8,0;0,0
2020-05-09;Molise;8;0;8;197;205;21;120;22;347;8691;8375,0;20,0;189,0;0,0;-1,0;0,0
2020-05-10;Molise;9;0;9;209;218;13;130;22;370;9164;9008,0;23,0;473,0;0,0;10,0;0,0
2020-02-24;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;1;;0,0;1,0;0,0;0,0;0,0
2020-02-25;Trentino-Alto Adige;1;0;1;0;1;1;0;0;1;1;;1,0;0,0;0,0;0,0;0,0
2020-02-26;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;1;;0,0;0,0;0,0;0,0;0,0
2020-02-27;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;2;;0,0;1,0;0,0;0,0;0,0
2020-02-28;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;2;;0,0;0,0;0,0;0,0;0,0
2020-02-29;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;16;;0,0;14,0;0,0;0,0;0,0
2020-03-01;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;20;;0,0;4,0;0,0;0,0;0,0
2020-03-02;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;20;;0,0;0,0;0,0;0,0;0,0
2020-03-03;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;20;;0,0;0,0;0,0;0,0;0,0
2020-03-04;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;20;;0,0;0,0;0,0;0,0;0,0
2020-03-05;Trentino-Alto Adige;1;0;1;0;1;0;0;0;1;20;;0,0;0,0;0,0;0,0;0,0
2020-03-06;Trentino-Alto Adige;4;0;4;0;4;3;0;0;4;36;;3,0;16,0;0,0;0,0;0,0
2020-03-07;Trentino-Alto Adige;8;0;8;1;9;5;0;0;9;36;;5,0;0,0;0,0;0,0;0,0
2020-03-08;Trentino-Alto Adige;8;0;8;1;9;0;0;0;9;36;;0,0;0,0;0,0;0,0;0,0
2020-03-09;Trentino-Alto Adige;8;0;8;1;9;0;0;0;9;36;;0,0;0,0;0,0;0,0;0,0
2020-03-10;Trentino-Alto Adige;17;1;18;20;38;29;0;0;38;36;;29,0;0,0;0,0;0,0;1,0
2020-03-11;Trentino-Alto Adige;8;4;12;63;75;37;0;0;75;75;;37,0;39,0;0,0;0,0;3,0
2020-03-12;Trentino-Alto Adige;21;4;25;78;103;28;0;1;104;607;;29,0;532,0;1,0;0,0;0,0
2020-03-13;Trentino-Alto Adige;20;5;25;98;123;20;0;2;125;811;;21,0;204,0;1,0;0,0;1,0
2020-03-14;Trentino-Alto Adige;26;7;33;137;170;47;0;3;173;1135;;48,0;324,0;1,0;0,0;2,0
2020-03-15;Trentino-Alto Adige;50;4;54;145;199;29;0;5;204;1497;;31,0;362,0;2,0;0,0;-3,0
2020-03-16;Trentino-Alto Adige;53;11;64;171;235;36;0;6;241;1740;;37,0;243,0;1,0;0,0;7,0
2020-03-17;Trentino-Alto Adige;71;11;82;200;282;47;1;8;291;2149;;50,0;409,0;2,0;1,0;0,0
2020-03-18;Trentino-Alto Adige;79;18;97;269;366;84;1;9;376;2844;;85,0;695,0;1,0;0,0;7,0
2020-03-19;Trentino-Alto Adige;87;18;105;316;421;55;1;14;436;3568;;60,0;724,0;5,0;0,0;0,0
2020-03-20;Trentino-Alto Adige;99;24;123;407;530;109;1;17;548;4433;;112,0;865,0;3,0;0,0;6,0
2020-03-21;Trentino-Alto Adige;127;30;157;443;600;70;1;20;621;5179;;73,0;746,0;3,0;0,0;6,0
2020-03-22;Trentino-Alto Adige;146;32;178;470;648;48;7;23;678;5718;;57,0;539,0;3,0;6,0;2,0
2020-03-23;Trentino-Alto Adige;145;33;178;510;688;40;7;29;724;6084;;46,0;366,0;6,0;0,0;1,0
2020-03-24;Trentino-Alto Adige;166;38;204;495;699;11;44;38;781;6509;;57,0;425,0;9,0;37,0;5,0
2020-03-25;Trentino-Alto Adige;190;40;230;518;748;49;67;43;858;6649;;77,0;140,0;5,0;23,0;2,0
2020-03-26;Trentino-Alto Adige;223;43;266;525;791;43;67;48;906;7744;;48,0;1095,0;5,0;0,0;3,0
2020-03-27;Trentino-Alto Adige;249;45;294;539;833;42;110;60;1003;8520;;97,0;776,0;12,0;43,0;2,0
2020-03-28;Trentino-Alto Adige;225;51;276;653;929;96;116;64;1109;9168;;106,0;648,0;4,0;6,0;6,0
2020-03-29;Trentino-Alto Adige;234;56;290;744;1034;105;116;64;1214;10137;;105,0;969,0;0,0;0,0;5,0
2020-03-30;Trentino-Alto Adige;231;62;293;805;1098;64;153;74;1325;10640;;111,0;503,0;10,0;37,0;6,0
2020-03-31;Trentino-Alto Adige;249;62;311;831;1142;44;153;76;1371;11275;;46,0;635,0;2,0;0,0;0,0
2020-04-01;Trentino-Alto Adige;269;57;326;786;1112;-30;190;116;1418;11951;;47,0;676,0;40,0;37,0;-5,0
2020-04-02;Trentino-Alto Adige;279;60;339;821;1160;48;190;129;1479;12677;;61,0;726,0;13,0;0,0;3,0
2020-04-03;Trentino-Alto Adige;291;60;351;858;1209;49;211;139;1559;13976;;80,0;1299,0;10,0;21,0;0,0
2020-04-04;Trentino-Alto Adige;291;61;352;849;1201;-8;245;146;1592;15045;;33,0;1069,0;7,0;34,0;1,0
2020-04-05;Trentino-Alto Adige;239;53;292;934;1226;25;260;158;1644;15723;;52,0;678,0;12,0;15,0;-8,0
2020-04-06;Trentino-Alto Adige;245;52;297;963;1260;34;298;164;1722;16825;;78,0;1102,0;6,0;38,0;-1,0
2020-04-07;Trentino-Alto Adige;325;64;389;912;1301;41;336;174;1811;17761;;89,0;936,0;10,0;38,0;12,0
2020-04-08;Trentino-Alto Adige;268;65;333;948;1281;-20;371;183;1835;18865;;24,0;1104,0;9,0;35,0;1,0
2020-04-09;Trentino-Alto Adige;263;64;327;988;1315;34;401;187;1903;19875;;68,0;1010,0;4,0;30,0;-1,0
2020-04-10;Trentino-Alto Adige;258;58;316;1001;1317;2;447;191;1955;20866;;52,0;991,0;4,0;46,0;-6,0
2020-04-11;Trentino-Alto Adige;246;56;302;967;1269;-48;488;200;1957;22186;;2,0;1320,0;9,0;41,0;-2,0
2020-04-12;Trentino-Alto Adige;183;45;228;1287;1515;246;378;205;2098;23246;;141,0;1060,0;5,0;-110,0;-11,0
2020-04-13;Trentino-Alto Adige;190;41;231;1306;1537;22;400;212;2149;24157;;51,0;911,0;7,0;22,0;-4,0
2020-04-14;Trentino-Alto Adige;177;39;216;1348;1564;27;406;214;2184;24457;;35,0;300,0;2,0;6,0;-2,0
2020-04-15;Trentino-Alto Adige;166;32;198;1378;1576;12;425;223;2224;25370;;40,0;913,0;9,0;19,0;-7,0
2020-04-16;Trentino-Alto Adige;180;34;214;1379;1593;17;449;225;2267;26416;;43,0;1046,0;2,0;24,0;2,0
2020-04-17;Trentino-Alto Adige;181;32;213;1369;1582;-11;480;234;2296;27698;;29,0;1282,0;9,0;31,0;-2,0
2020-04-18;Trentino-Alto Adige;179;28;207;1349;1556;-26;530;239;2325;28888;;29,0;1190,0;5,0;50,0;-4,0
2020-04-19;Trentino-Alto Adige;162;23;185;1381;1566;10;569;245;2380;30361;14783,0;55,0;1473,0;6,0;39,0;-5,0
2020-04-20;Trentino-Alto Adige;160;19;179;1361;1540;-26;605;249;2394;31381;15089,0;14,0;1020,0;4,0;36,0;-4,0
2020-04-21;Trentino-Alto Adige;159;20;179;1357;1536;-4;623;251;2410;31987;15405,0;16,0;606,0;2,0;18,0;1,0
2020-04-22;Trentino-Alto Adige;157;19;176;1336;1512;-24;648;256;2416;32722;15736,0;6,0;735,0;5,0;25,0;-1,0
2020-04-23;Trentino-Alto Adige;141;17;158;1336;1494;-18;680;261;2435;33994;16442,0;19,0;1272,0;5,0;32,0;-2,0
2020-04-24;Trentino-Alto Adige;148;16;164;929;1093;-401;1100;263;2456;35062;17024,0;21,0;1068,0;2,0;420,0;-1,0
2020-04-25;Trentino-Alto Adige;141;14;155;880;1035;-58;1176;265;2476;36608;17573,0;20,0;1546,0;2,0;76,0;-2,0
2020-04-26;Trentino-Alto Adige;138;14;152;842;994;-41;1218;269;2481;37431;17895,0;5,0;823,0;4,0;42,0;0,0
2020-04-27;Trentino-Alto Adige;150;16;166;774;940;-54;1286;270;2496;38640;18423,0;15,0;1209,0;1,0;68,0;2,0
2020-04-28;Trentino-Alto Adige;136;15;151;759;910;-30;1316;272;2498;39130;18567,0;2,0;490,0;2,0;30,0;-1,0
2020-04-29;Trentino-Alto Adige;119;14;133;712;845;-65;1388;274;2507;40218;18844,0;9,0;1088,0;2,0;72,0;-1,0
2020-04-30;Trentino-Alto Adige;126;13;139;663;802;-43;1441;275;2518;41297;19178,0;11,0;1079,0;1,0;53,0;-1,0
2020-05-01;Trentino-Alto Adige;112;11;123;634;757;-45;1493;278;2528;42903;19705,0;10,0;1606,0;3,0;52,0;-2,0
2020-05-02;Trentino-Alto Adige;113;10;123;580;703;-54;1553;279;2535;43804;20036,0;7,0;901,0;1,0;60,0;-1,0
2020-05-03;Trentino-Alto Adige;109;11;120;545;665;-38;1590;281;2536;44240;20166,0;1,0;436,0;2,0;37,0;1,0
2020-05-04;Trentino-Alto Adige;103;10;113;523;636;-29;1621;284;2541;44673;20333,0;5,0;433,0;3,0;31,0;-1,0
2020-05-05;Trentino-Alto Adige;99;11;110;502;612;-24;1644;286;2542;45264;20561,0;1,0;591,0;2,0;23,0;1,0
2020-05-06;Trentino-Alto Adige;99;11;110;469;579;-33;1678;286;2543;46228;20872,0;1,0;964,0;0,0;34,0;0,0
2020-05-07;Trentino-Alto Adige;87;11;98;453;551;-28;1715;286;2552;47091;21284,0;9,0;863,0;0,0;37,0;0,0
2020-05-08;Trentino-Alto Adige;78;9;87;415;502;-49;1767;289;2558;47908;21572,0;6,0;817,0;3,0;52,0;-2,0
2020-05-09;Trentino-Alto Adige;55;9;64;409;473;-29;1804;290;2567;48858;21969,0;9,0;950,0;1,0;37,0;0,0
2020-05-10;Trentino-Alto Adige;61;8;69;390;459;-14;1820;290;2569;49571;22265,0;2,0;713,0;0,0;16,0;-1,0
2020-02-24;Trentino-Alto Adige;0;0;0;0;0;0;0;0;0;3;;0,0;3,0;0,0;0,0;0,0
